Temperature (°C),Humidity (%),Wind Speed (km/h),Precipitation (mm),Pressure (hPa),Cloud Cover (%)
-3.1213387367050585,65.59117478970532,55.96403313082179,17.783635823247458,1031.6307611112225,81.79670241190622
1.0680977773028655,80.99669485925524,15.52402459307125,35.95229525921228,996.7144002037811,83.21341779577419
-2.769338203319995,90.14125094093995,18.19281304952711,14.85608578115875,987.7331879191976,50.746773376083624
-1.6044839176912404,47.366539897272595,86.17856210135173,28.32023201484486,1004.8235510348544,0.638587171683358
2.8292825912231194,85.70058437376103,94.61154621336327,23.802520109954983,1000.1067294157857,28.703813317491278
-2.198188211736033,28.850538956416578,37.330931627975296,33.18355826813241,1000.7415684319193,61.69269183757422
30.354444108189135,87.71618333876145,27.074467314355378,46.8414869662379,996.3525425734937,98.11861780274235
-6.3894814452261,30.199092986558593,64.39995432390158,36.62860486051252,982.9465232745454,63.18135270166684
13.60301253066146,51.78298324482938,40.87341710980964,10.747018929537838,981.251175431339,25.98035810641598
8.467857214534767,83.78362926236429,2.538635566034486,1.5591567530642336,1049.1405672815222,63.40057030996113
34.20703776088729,31.993394187901902,15.615259736619036,13.113202214991254,1009.9441193615104,53.99853797158555
-4.9582494024376444,38.34011161861132,71.59722288473975,29.753896535012743,1006.9028653011777,77.98453951511436
7.903501957058374,77.7802054714453,65.89239419101514,2.5712906742125172,1027.575309788515,10.698063882695841
33.6261694973916,77.60292292368595,2.709599250348349,24.818312360061817,995.2777721505545,76.1027902502028
28.94782066522911,71.29181063082379,22.197216193294945,29.84214244584446,1046.4972828765158,54.12665786761103
26.7682431927176,75.515875557368,23.10747965880714,16.712194540848042,1035.0441510090886,96.29920038589947
1.6056272170222918,63.417955467807694,67.18927435987284,38.545610187291096,986.2587701618581,34.187216603868606
-2.3100585674470384,40.14392471255622,1.9710537754364155,5.32991265668859,1009.230654304945,63.26218931339481
20.088944896599394,47.65567948031355,10.410858198457385,3.756889086790438,1041.5382815293515,93.20281055100175
31.82191951074136,34.527817344114055,79.99160853731894,36.409437810180165,1046.1312415603986,10.250972799067926
15.054330185626839,92.67604490669027,17.85446620543336,24.774565810309923,1012.7181057874909,93.72284872364511
15.722571026145495,66.67134358128963,65.27461078518748,34.420119821386805,1022.9387972447496,68.78857223008133
2.5990592147127884,52.06811334109119,23.81827810467265,21.74136693018731,991.6923762264453,6.78370591051719
24.62718199363716,56.96046429153061,9.944139275934516,12.320101661955341,1049.3818038295883,30.096356694681624
-1.583031314911448,95.78266716894522,24.317219099945408,40.955115883709986,996.217019096841,70.81720886452815
4.565565638190966,32.26811224928642,72.22669318556592,39.970793948448964,1045.9912241894588,6.73506014687717
9.144639737738753,66.89838656134378,85.56964681062857,34.73482354272134,1025.4752654294657,58.217046017627325
12.842467040800475,60.47109431075728,83.02198645669915,13.607256861498135,1022.5415756415201,34.588305695295674
0.9084379586786113,68.91633883477184,39.71835296184548,29.511533343454353,1015.8881957711556,62.091551776747714
-4.832342886735841,21.44881470566724,66.80851365706462,18.04869484700134,996.1468868202431,4.5742033812512854
17.477901909873466,89.76991271553212,20.498429541582098,4.579103666331708,992.3569622403855,87.15368061523763
2.9883748958115106,94.56946259868899,29.314773026101328,45.86567877311214,995.4340346349122,97.3488969177397
16.155719964017553,65.21065468713672,89.63358185211197,6.84093154594807,993.0506783500978,96.88778552856915
-3.0536778126608963,75.73206591015138,1.3001923510736035,47.51186769104012,1034.5709131496728,74.96518317429248
11.651304583466786,93.79995049418366,8.550853085446807,22.300288647897787,1004.5087681416711,13.008624013063198
13.966524464821365,76.57909074507188,20.78862551460273,9.256646441930982,984.0489873594378,75.82631959290225
-7.667940842990789,32.20312343314091,2.6532203873819715,27.095047368917907,1047.8371841098567,2.458691645880151
5.147192518726426,66.10306881334506,18.143543508979732,43.647291793820415,1041.8650119474398,2.2123551528997254
-3.9513395377461595,68.53720371062848,58.304156096969216,36.61124432047806,1044.9426598236648,32.36102191495412
-7.148126328725452,53.93045370419088,42.1424550592498,40.328057393072484,1049.6435475852504,48.864319040466576
34.54821045754753,78.91553884997782,89.26717110769748,32.93916833553587,992.1726674453641,77.04074178077931
4.505923023862534,94.74936118152118,81.7443561738441,34.613828225892625,1007.7369413231861,68.32953766065052
26.44435006345857,94.04548103254211,34.1817351697876,42.459782578265965,1033.0766932992865,44.590270637674834
1.4588294643693729,56.06714971233057,25.94234334312925,12.483400442959297,1028.7214432637654,27.362666628166586
20.667622500076817,29.05904366726042,37.96924081672669,24.471248182157023,990.7727134437898,99.71245001577111
24.210253695035895,98.78729591698676,59.02949425148078,11.060472090980111,1037.1083187493432,42.6181302235973
16.803743327352993,87.11184691567473,26.806364082287626,49.38340039983235,995.7108400285663,45.13870243296755
11.220928484757128,29.97301449626135,62.4148907849134,47.202966984330665,995.6672330375836,16.362382119166917
8.532841136627084,93.66735060938979,40.941165219124045,1.971340568425295,1017.588209602539,79.48095487499293
5.699071994434789,89.59170896497027,55.204718085198024,35.27875862578442,1021.5057954389192,69.36822257814886
31.828811491152166,61.50704457008577,43.61265291353167,46.26241587078329,1020.6060345486468,22.07696127887604
27.377873350447814,67.30203485959434,29.44657595419177,9.028767256366677,986.4040786178429,8.238104561584269
33.426210979993066,51.920216309610424,94.84533069621567,28.397261527631475,1041.4222603841267,68.0499302074713
-4.406624943150487,24.380931105762507,76.36057941597608,45.774414879402094,998.5920029812095,65.45112142811352
22.889036384163994,46.815779331672076,14.011317576645254,1.697298929289942,989.0660444897962,27.32595269982093
32.225320556946706,84.22827588784091,86.84679758979128,34.871013362342,1042.2123655908283,95.08635622504103
-1.8445120225452936,20.37056184036823,48.743119824951364,14.867450368627539,1046.8956048760826,15.105789178090024
-7.007667968495013,46.679933735291534,89.45522268940914,46.21980976882652,1040.3489332085815,43.23348010426019
23.35042921805266,51.85349548727547,79.98552559473153,48.552912258268385,1036.6661252307415,94.36159201675989
15.851290093096036,62.99164823503383,42.52135044692334,47.213324455671696,1025.8669386447316,41.97273169261223
27.882294954122244,93.58844931302085,2.24693083201174,23.71071083287319,1018.5600159426398,63.85259476640856
-3.7102430518169722,47.707679549276904,26.867735938494608,43.10213254946567,986.0890731937988,39.75943979627943
25.787029033695056,47.75625615169822,54.16342146608669,42.22746992675352,1008.5917249149489,27.421520234867003
-0.9267705978514957,79.00009984877987,63.347821982614725,15.955023662162782,1006.0881961908619,98.39776479598282
-2.6354825710432976,56.17743527118457,25.788768543320227,41.44577370753387,998.1827648632228,40.9334006315043
-2.608039093105318,37.96838583519856,13.935607407282413,1.850381735774631,1030.639407958201,89.40992036791344
26.655862410412198,56.195161290615474,83.4930236799299,29.81349392410265,1014.711301455514,22.995460589108617
19.933874931329004,31.26856163038399,98.44021807035521,11.500441864385152,985.6732351135354,21.31047040250833
13.537944114610369,34.110958920497865,52.56901823026858,6.0283442888639405,995.4128241364868,3.113408288451136
6.147371785557613,59.869421819158376,17.16792858483035,3.847660081460458,1027.8281134561716,65.1666825375885
29.47402433658987,53.514035960363834,27.230732651936897,34.81443879390699,985.329160164321,36.852634372376116
7.660029834018591,93.187672085448,1.8390676547466733,16.993748188403305,1039.5844839834137,86.4358249839637
26.746974776220966,48.99151192933065,91.4298806560499,36.238338576438075,1014.6602568909782,47.32099066915572
9.76107088565983,66.44706802224349,11.775108289014113,3.2678170399471185,1013.6410604128654,96.81934279147217
6.9624993241208415,70.58114303356243,57.651647551425356,15.764516891530517,1021.4685449261663,18.552551570312115
10.820590355132289,21.04755652706669,27.4055220687206,26.974564618766863,1037.7276676147605,86.86231679556109
3.5620043373863943,73.08298976133685,55.417800251579344,39.53615824194818,1004.3466445531535,77.65968527917417
23.642422107931303,34.24287734958011,65.14203883518643,15.937625146603496,1027.4611306791344,77.0921844644052
12.622417554161562,96.88562539755641,82.97418037072016,31.294568821850454,1019.6012374797053,84.47832281168877
0.4495712816067794,31.893018220249036,20.64212717606032,44.29888741180935,998.6919789118595,76.10239909429988
30.48085579735558,53.1699298981619,1.0995828658480478,30.79315940911523,1041.504099044861,62.62203216314154
7.275104961794515,26.82797344629151,13.688563006880727,11.647973737681689,1035.8198215124849,13.124487768238758
14.459878750129487,99.74994014767579,90.00186418481051,1.220039077826901,1026.0916284260898,3.2526179491251916
30.79124499340461,60.175600826499405,87.38900775625153,43.50494369504649,1039.540721036597,92.08478478156869
18.090709816129646,67.6308013856035,59.74131021703083,1.063470542519357,1040.710594067186,61.665031452073805
-4.739588168123617,25.3661181910742,60.051686043365336,43.73508363420997,1029.5854083700524,79.65372909761763
32.29244556260638,79.99683763193423,66.50366745462554,26.4468567013606,1038.5909329854571,48.152235151255006
18.246862388213803,36.792447447646865,17.53712786234496,46.95338492564481,1028.8230023168499,11.730818896239448
5.070752659568875,91.84434315525709,91.44119459249598,39.93916178868327,1027.609854023221,12.518579220255043
-3.7327567301475737,36.41117123856057,41.87705248920731,49.89670552666687,1023.3027964750629,68.55652872289714
25.73113351716332,35.255017653093326,38.31385282494975,17.535590772585508,1032.690164769035,43.030589489946266
17.903274016783108,22.923973427847592,51.89177052828376,38.35941444655634,991.1023573705152,20.052472670033673
14.005749138934469,57.765355608799936,4.696596677505505,20.096545680462107,1041.660953143925,49.15945467414369
30.225166237293095,65.18729066100931,16.628336875607943,23.99378101519544,1041.0290469421661,6.420893707513409
25.486874505103884,25.25669115426819,73.80336164263704,31.375273160918503,982.0473098124191,58.19714019143988
-3.174630412026197,82.04220933560084,8.279866792512646,43.68385570931694,1037.8071725395334,26.899340443509768
4.02749305079967,56.26310677984221,60.31521094663882,49.20417345996476,989.0208907231412,79.75591006371882
1.1820112916509586,61.951221546206405,24.534910968132095,38.41367069322591,1003.4583197981399,31.036195892357377
23.47758316577046,55.26101975505825,38.929561404197656,20.888339108366687,1032.0455779404126,45.52201490818012
-8.491040436889929,52.06104487002608,28.869373677069987,21.06785011385351,991.2531927233815,1.1620539908100636
