x,y
0,-0.155042935
0.02004008,0.08180936
0.04008016,-0.014297989
0.06012024,0.143978375
0.080160321,0.01955271
0.100200401,0.141059864
0.120240481,0.22885297
0.140280561,0.113571869
0.160320641,0.330784276
0.180360721,0.320854154
0.200400802,0.223888634
0.220440882,0.306995439
0.240480962,0.536851559
0.260521042,0.604723692
0.280561122,0.540598885
0.300601202,0.632665189
0.320641283,0.652734804
0.340681363,0.701221043
0.360721443,0.834497076
0.380761523,0.592555283
0.400801603,0.847959158
0.420841683,0.778856785
0.440881764,0.831048259
0.460921844,0.859322904
0.480961924,0.887749655
0.501002004,0.837989659
0.521042084,1.013902337
0.541082164,1.197222048
0.561122244,1.058660079
0.581162325,1.097853111
0.601202405,1.062539001
0.621242485,1.152344432
0.641282565,1.243064022
0.661322645,1.191298146
0.681362725,1.214323712
0.701402806,1.33090641
0.721442886,1.229137033
0.741482966,1.37601425
0.761523046,1.462081388
0.781563126,1.544774469
0.801603206,1.427906066
0.821643287,1.601291578
0.841683367,1.594972287
0.861723447,1.418310492
0.881763527,1.421928775
0.901803607,1.538397187
0.921843687,1.69632797
0.941883768,1.61010668
0.961923848,1.580521078
0.981963928,1.818403759
1.002004008,1.713794578
1.022044088,1.474292667
1.042084168,1.758630866
1.062124248,1.79878806
1.082164329,1.788512565
1.102204409,1.82938142
1.122244489,1.795424556
1.142284569,1.687330708
1.162324649,1.79838751
1.182364729,1.756446842
1.20240481,1.772541492
1.22244489,1.753566615
1.24248497,1.938425284
1.26252505,1.915508632
1.28256513,1.872679803
1.30260521,1.863569818
1.322645291,1.936394102
1.342685371,2.056110107
1.362725451,1.756440908
1.382765531,2.002436117
1.402805611,1.917274228
1.422845691,1.789691925
1.442885772,1.789090877
1.462925852,1.89709689
1.482965932,2.014241735
1.503006012,2.034712526
1.523046092,1.903822191
1.543086172,2.100934296
1.563126253,2.14223952
1.583166333,2.039455643
1.603206413,1.939809411
1.623246493,2.109691529
1.643286573,2.070287034
1.663326653,2.078184987
1.683366733,1.921694912
1.703406814,1.698984764
1.723446894,2.188422121
1.743486974,1.809164139
1.763527054,1.959392897
1.783567134,2.192973653
1.803607214,1.979101136
1.823647295,2.031330936
1.843687375,1.775751816
1.863727455,1.7370365
1.883767535,1.84957567
1.903807615,1.999199511
1.923847695,1.842019123
1.943887776,1.782946321
1.963927856,1.86722464
1.983967936,1.93989748
2.004008016,1.670750389
2.024048096,1.677001574
2.044088176,1.701278328
2.064128257,1.87098358
2.084168337,1.765668974
2.104208417,1.935369593
2.124248497,1.795074653
2.144288577,1.676513112
2.164328657,1.78444828
2.184368737,1.65634225
2.204408818,1.541295786
2.224448898,1.655733498
2.244488978,1.49341382
2.264529058,1.50868954
2.284569138,1.644572747
2.304609218,1.475124432
2.324649299,1.37780008
2.344689379,1.383956522
2.364729459,1.50427099
2.384769539,1.317976436
2.404809619,1.305130513
2.424849699,1.262835752
2.44488978,1.301777368
2.46492986,1.213840238
2.48496994,1.060707056
2.50501002,1.100183715
2.5250501,1.0631566
2.54509018,1.247836723
2.565130261,1.17139028
2.585170341,1.11502912
2.605210421,0.971523455
2.625250501,0.905825787
2.645290581,0.901602302
2.665330661,0.811732716
2.685370741,1.130839202
2.705410822,0.620431585
2.725450902,0.86486986
2.745490982,0.643194359
2.765531062,0.724085934
2.785571142,0.598295806
2.805611222,0.541628874
2.825651303,0.507403104
2.845691383,0.758702755
2.865731463,0.531452493
2.885771543,0.429509545
2.905811623,0.522783652
2.925851703,0.429177452
2.945891784,0.460911524
2.965931864,0.167091928
2.985971944,0.340347066
3.006012024,0.347600753
3.026052104,0.064407472
3.046092184,0.235530267
3.066132265,0.320395746
3.086172345,0.109298117
3.106212425,0.15288629
3.126252505,0.097736139
3.146292585,-0.080150398
3.166332665,-0.045498303
3.186372745,-0.246229726
3.206412826,-0.174679883
3.226452906,-0.14294808
3.246492986,-0.13710605
3.266533066,-0.246770009
3.286573146,-0.216947881
3.306613226,-0.43883587
3.326653307,-0.37818203
3.346693387,-0.405403627
3.366733467,-0.261528123
3.386773547,-0.50688029
3.406813627,-0.574146707
3.426853707,-0.560680808
3.446893788,-0.693072139
3.466933868,-0.619988853
3.486973948,-0.71361648
3.507014028,-0.893818512
3.527054108,-0.757832199
3.547094188,-0.820713655
3.567134269,-0.988870637
3.587174349,-0.868679119
3.607214429,-0.749021346
3.627254509,-0.881457194
3.647294589,-0.907650555
3.667334669,-1.137859574
3.687374749,-0.99048361
3.70741483,-1.057375113
3.72745491,-1.052931577
3.74749499,-1.096745174
3.76753507,-1.307700629
3.78757515,-1.208106603
3.80761523,-1.311514072
3.827655311,-1.271999601
3.847695391,-1.387486678
3.867735471,-1.196733778
3.887775551,-1.443578978
3.907815631,-1.476731646
3.927855711,-1.407977538
3.947895792,-1.551176408
3.967935872,-1.513383469
3.987975952,-1.580773529
4.008016032,-1.382918299
4.028056112,-1.471101519
4.048096192,-1.580452912
4.068136273,-1.638219335
4.088176353,-1.528755353
4.108216433,-1.605424471
4.128256513,-1.618576406
4.148296593,-1.692767629
4.168336673,-1.880059419
4.188376754,-1.742883807
4.208416834,-1.804591582
4.228456914,-1.705839121
4.248496994,-1.687451507
4.268537074,-1.872003657
4.288577154,-1.776217474
4.308617234,-1.665583418
4.328657315,-1.921319315
4.348697395,-1.700987824
4.368737475,-1.968319891
4.388777555,-1.893890418
4.408817635,-1.90966455
4.428857715,-1.918997236
4.448897796,-2.014740954
4.468937876,-2.000142021
4.488977956,-2.017066802
4.509018036,-1.926086355
4.529058116,-1.933480315
4.549098196,-1.750800881
4.569138277,-1.842415403
4.589178357,-2.035822662
4.609218437,-1.956878316
4.629258517,-1.893381507
4.649298597,-1.992960741
4.669338677,-2.005111115
4.689378758,-1.994313059
4.709418838,-1.913263515
4.729458918,-2.084540677
4.749498998,-2.031189952
4.769539078,-1.949691441
4.789579158,-1.962899927
4.809619238,-1.966595446
4.829659319,-2.023243538
4.849699399,-1.883921875
4.869739479,-1.761905038
4.889779559,-1.927973463
4.909819639,-1.980465253
4.929859719,-1.877318545
4.9498998,-1.997766563
4.96993988,-2.009002425
4.98997996,-1.920155916
5.01002004,-2.170347418
5.03006012,-2.015325886
5.0501002,-1.921827134
5.070140281,-2.008712117
5.090180361,-1.962227494
5.110220441,-1.887481427
5.130260521,-1.992206075
5.150300601,-1.851885605
5.170340681,-1.847446928
5.190380762,-1.773300454
5.210420842,-1.641630472
5.230460922,-1.720300718
5.250501002,-1.715249457
5.270541082,-1.686525038
5.290581162,-1.652164743
5.310621242,-1.754338794
5.330661323,-1.641239675
5.350701403,-1.575329734
5.370741483,-1.719078533
5.390781563,-1.470599601
5.410821643,-1.423564304
5.430861723,-1.568761402
5.450901804,-1.503074833
5.470941884,-1.539483409
5.490981964,-1.353866671
5.511022044,-1.501495505
5.531062124,-1.388629165
5.551102204,-1.422732915
5.571142285,-1.301668092
5.591182365,-1.455584259
5.611222445,-1.112400483
5.631262525,-1.309892606
5.651302605,-1.175340507
5.671342685,-1.170005881
5.691382766,-1.191927298
5.711422846,-1.171008069
5.731462926,-0.954669796
5.751503006,-1.066532312
5.771543086,-0.952102636
5.791583166,-1.024227499
5.811623246,-0.973274975
5.831663327,-0.825446271
5.851703407,-0.743393832
5.871743487,-0.817394113
5.891783567,-0.905161034
5.911823647,-0.52597361
5.931863727,-0.773932858
5.951903808,-0.80466897
5.971943888,-0.353038834
5.991983968,-0.614609618
6.012024048,-0.681874157
6.032064128,-0.565324232
6.052104208,-0.42130555
6.072144289,-0.399924714
6.092184369,-0.464856372
6.112224449,-0.157986196
6.132264529,-0.352854983
6.152304609,-0.379483377
6.172344689,-0.125158258
6.19238477,-0.048445351
6.21242485,-0.223152154
6.23246493,-0.241531996
6.25250501,0.041692858
6.27254509,-0.226012394
6.29258517,-0.103862716
6.312625251,0.155615997
6.332665331,0.093384417
6.352705411,0.112534502
6.372745491,0.214162669
6.392785571,0.203484502
6.412825651,0.128686354
6.432865731,0.42585181
6.452905812,0.470315157
6.472945892,0.397780822
6.492985972,0.421043281
6.513026052,0.689607399
6.533066132,0.46693369
6.553106212,0.507352715
6.573146293,0.608277804
6.593186373,0.757251498
6.613226453,0.807440983
6.633266533,0.660090952
6.653306613,0.754290177
6.673346693,0.622867009
6.693386774,0.766390567
6.713426854,0.750151656
6.733466934,0.769755038
6.753507014,1.074503843
6.773547094,0.862661482
6.793587174,0.923895279
6.813627255,1.048414093
6.833667335,1.175978744
6.853707415,1.128254589
6.873747495,1.389591671
6.893787575,1.13925521
6.913827655,1.205198987
6.933867735,1.239019137
6.953907816,1.386609224
6.973947896,1.324974176
6.993987976,1.293261579
7.014028056,1.240245927
7.034068136,1.389013247
7.054108216,1.5337295
7.074148297,1.381023298
7.094188377,1.502851211
7.114228457,1.501884711
7.134268537,1.590341721
7.154308617,1.449630216
7.174348697,1.79027165
7.194388778,1.452567475
7.214428858,1.568170406
7.234468938,1.722132256
7.254509018,1.680939884
7.274549098,1.756545614
7.294589178,1.645545114
7.314629259,1.708602439
7.334669339,1.737544561
7.354709419,1.912788458
7.374749499,1.843741393
7.394789579,1.872488992
7.414829659,1.744432481
7.434869739,1.923789693
7.45490982,1.865402266
7.4749499,1.996961231
7.49498998,2.07390914
7.51503006,1.85553099
7.53507014,1.858524214
7.55511022,1.824934302
7.575150301,1.908397548
7.595190381,1.89519749
7.615230461,1.979218574
7.635270541,1.937899151
7.655310621,1.924499554
7.675350701,2.074634262
7.695390782,1.881113589
7.715430862,2.024145167
7.735470942,1.945377473
7.755511022,2.062748222
7.775551102,2.132377959
7.795591182,1.966281698
7.815631263,2.04263272
7.835671343,2.017544029
7.855711423,1.920054768
7.875751503,2.023604842
7.895791583,2.027164233
7.915831663,2.037462875
7.935871743,1.973457867
7.955911824,1.999038459
7.975951904,1.870380593
7.995991984,1.944055522
8.016032064,2.029393343
8.036072144,2.056181949
8.056112224,1.917050659
8.076152305,1.961314295
8.096192385,1.964425533
8.116232465,1.951765766
8.136272545,1.97491698
8.156312625,1.727482316
8.176352705,1.892041374
8.196392786,1.907799036
8.216432866,1.770027979
8.236472946,2.022873923
8.256513026,1.856300474
8.276553106,1.98041523
8.296593186,1.72822013
8.316633267,1.699014311
8.336673347,1.79392269
8.356713427,1.584670359
8.376753507,1.754373677
8.396793587,1.722241055
8.416833667,1.793039941
8.436873747,1.739852547
8.456913828,1.605605121
8.476953908,1.514546072
8.496993988,1.771816837
8.517034068,1.497022608
8.537074148,1.446696449
8.557114228,1.417155124
8.577154309,1.611150403
8.597194389,1.420706839
8.617234469,1.369812018
8.637274549,1.430956679
8.657314629,1.367929328
8.677354709,1.291692696
8.69739479,1.405233867
8.71743487,1.406164698
8.73747495,1.367441406
8.75751503,1.314368546
8.77755511,1.246209015
8.79759519,0.996143248
8.817635271,1.307971354
8.837675351,1.138101185
8.857715431,1.135128973
8.877755511,1.151789194
8.897795591,1.149190071
8.917835671,1.012852539
8.937875752,0.97933532
8.957915832,0.840250441
8.977955912,0.867512506
8.997995992,0.742471012
9.018036072,0.719244218
9.038076152,0.664914211
9.058116232,0.701399733
9.078156313,0.784353969
9.098196393,0.958711797
9.118236473,0.622476286
9.138276553,0.430354646
9.158316633,0.653136941
9.178356713,0.457791381
9.198396794,0.382844146
9.218436874,0.430744913
9.238476954,0.246387909
9.258517034,0.353238319
9.278557114,0.282563161
9.298597194,0.26153019
9.318637275,0.250024634
9.338677355,0.178737753
9.358717435,0.133658785
9.378757515,0.120439858
9.398797595,0.093494949
9.418837675,-0.091267745
9.438877756,-0.171197781
9.458917836,-0.074430292
9.478957916,-0.251580452
9.498997996,-0.139550678
9.519038076,-0.094366501
9.539078156,-0.167391789
9.559118236,-0.372690161
9.579158317,-0.393561953
9.599198397,-0.314244663
9.619238477,-0.426604275
9.639278557,-0.457384522
9.659318637,-0.405101876
9.679358717,-0.60240807
9.699398798,-0.582487473
9.719438878,-0.660839044
9.739478958,-0.723377283
9.759519038,-0.742757078
9.779559118,-0.627024103
9.799599198,-0.727030328
9.819639279,-0.857276427
9.839679359,-0.829309553
9.859719439,-1.006595389
9.879759519,-0.952222777
9.899799599,-0.699757926
9.919839679,-0.959196307
9.93987976,-0.91208099
9.95991984,-1.026475014
9.97995992,-1.019378954
10,-1.021716413
